iteration,validation_score
312,2.0555067043585668e-05
313,2.0538077218318086e-05
314,2.0536976202250954e-05
315,2.0510519008112297e-05
316,2.0502014538964987e-05
317,2.050149567147352e-05
318,2.0497797437429353e-05
319,2.0478792037965368e-05
320,2.0462485337035004e-05
321,2.046044580314819e-05
322,2.0454296676878655e-05
323,2.043879587961444e-05
324,2.0429405568538433e-05
325,2.0408493951311187e-05
326,2.0401726351230166e-05
327,2.039401663078378e-05
328,2.0391723524923793e-05
329,2.039030604085962e-05
330,2.0387749224240923e-05
331,2.0373991975718272e-05
332,2.0366215697823776e-05
333,2.0350649850572005e-05
334,2.0345787728346788e-05
335,2.0325987303440144e-05
336,2.0296681106101312e-05
337,2.0296280577843657e-05
338,2.02924519098099e-05
339,2.0277276202298804e-05
340,2.0270519198691013e-05
341,2.0270435759583345e-05
342,2.0257262250038925e-05
343,2.0255570350769517e-05
344,2.0234666680120394e-05
345,2.023300104048089e-05
346,2.0228823673363293e-05
347,2.0214687760683518e-05
348,2.0212838946419675e-05
349,2.0207285065201233e-05
350,2.01939867603054e-05
351,2.0186432715488745e-05
352,2.0175258627833755e-05
353,2.016164162417247e-05
354,2.0148875292433058e-05
355,2.013250113795511e-05
356,2.0132398576451015e-05
357,2.0125026071229056e-05
358,2.0124774851966816e-05
359,2.011543968815782e-05
360,2.010170093074734e-05
361,2.0100373149416013e-05
362,2.0098727028567265e-05
363,2.009142961586655e-05
364,2.0085889833071297e-05
365,2.0083765274676298e-05
366,2.0053892502291198e-05
367,2.0031447837641152e-05
368,2.0031251088760374e-05
369,2.002978993229797e-05
370,2.0017137533047517e-05
371,2.00156343026242e-05
372,2.0014605205377087e-05
373,1.9993715465951444e-05
374,1.9992408951543152e-05
375,1.998390237639625e-05
376,1.9970386335062872e-05
377,1.9967896793728688e-05
378,1.996751957388169e-05
379,1.9965121818804667e-05
380,1.996506455681741e-05
381,1.996097979972443e-05
382,1.9937111403613045e-05
383,1.993534256433264e-05
384,1.9935204315838467e-05
385,1.9935204315838467e-05
386,1.9935204315838467e-05
387,1.993048392299529e-05
388,1.9923329153643397e-05
389,1.9896079285934305e-05
390,1.9896079285934305e-05
391,1.9894835678142743e-05
392,1.9882273674347836e-05
393,1.9877717922165428e-05
394,1.9877717922165428e-05
395,1.9877717922165428e-05
396,1.9876042473417166e-05
397,1.987604247341717e-05
398,1.9875825715618972e-05
399,1.9875825715618972e-05
400,1.9874524721713484e-05
401,1.9873251653438876e-05
402,1.98714726314894e-05
403,1.9871374026291675e-05
404,1.9870055562062524e-05
405,1.985692475934297e-05
406,1.9856895973851045e-05
407,1.9856679110213493e-05
408,1.983129345009184e-05
409,1.9831284866772478e-05
410,1.9830329936748737e-05
411,1.981233238040628e-05
412,1.980049692159358e-05
413,1.980049692159358e-05
414,1.9800382618647635e-05
415,1.9799197775775132e-05
416,1.979919777577513e-05
417,1.9796752162487186e-05
418,1.9794432167380503e-05
419,1.979412925941355e-05
420,1.979373442503714e-05
421,1.979192260585153e-05
422,1.979100657904194e-05
423,1.97900878023566e-05
424,1.9789099769265826e-05
425,1.9786294925029815e-05
426,1.9773967681412728e-05
427,1.97585136034607e-05
428,1.9746945405645016e-05
429,1.9746770852337715e-05
430,1.97466308771766e-05
431,1.9726571984956145e-05
432,1.9725696439714375e-05
433,1.9725696439714375e-05
434,1.9721018527722996e-05
435,1.9721018527722996e-05
436,1.969751782424876e-05
437,1.9674746660028864e-05
438,1.966370130379892e-05
439,1.9651892007443484e-05
440,1.965073346480618e-05
441,1.9648347414527758e-05
442,1.9644450721872992e-05
443,1.964391767701169e-05
444,1.962423369441315e-05
445,1.962423369441315e-05
446,1.962423369441315e-05
447,1.960401397543159e-05
448,1.9603933884383936e-05
449,1.958510640354834e-05
450,1.9583148075352278e-05
451,1.9566212386035684e-05
452,1.956608922429634e-05
453,1.9560738520940273e-05
454,1.955884545183328e-05
455,1.955422497510707e-05
456,1.955422497510707e-05
457,1.954993672831796e-05
458,1.9549936728317955e-05
459,1.9549936728317955e-05
460,1.954993672831796e-05
461,1.9549936728317955e-05
462,1.9549936728317955e-05
463,1.954993672831796e-05
464,1.9549094159614125e-05
465,1.9549094159614125e-05
466,1.9549094159614125e-05
467,1.9531852751919242e-05
468,1.9527946815999292e-05
469,1.9527946815999292e-05
470,1.9507934481249e-05
471,1.9507934481249002e-05
472,1.9507934481249002e-05
473,1.9507934481249002e-05
474,1.9507934481249e-05
475,1.9507112019293562e-05
476,1.9505655945161747e-05
477,1.949576748491809e-05
478,1.9495767484918092e-05
479,1.9494528242890192e-05
480,1.9494528242890192e-05
481,1.9494528242890192e-05
482,1.9492194677067234e-05
483,1.9480443057342845e-05
484,1.9480192533094204e-05
485,1.9468958210032954e-05
486,1.9468958210032957e-05
487,1.9461808914443176e-05
488,1.9461808914443176e-05
489,1.9460778687188538e-05
490,1.9460778687188535e-05
491,1.9460778687188535e-05
492,1.9460778687188538e-05
493,1.9460294946235116e-05
494,1.9460294946235116e-05
495,1.945975847940164e-05
496,1.9459157995968177e-05
497,1.9442366357911325e-05
498,1.9442366357911325e-05
499,1.9428885356539747e-05
500,1.942760186944975e-05
501,1.9416075744552244e-05
502,1.9416075744552244e-05
503,1.9416075744552244e-05
504,1.9403036037978693e-05
505,1.9403036037978693e-05
506,1.940269086432636e-05
507,1.9372419480273136e-05
508,1.9372419480273136e-05
509,1.9372419480273136e-05
510,1.9356071518065916e-05
511,1.9356071518065916e-05
512,1.935607151806592e-05
513,1.935607151806592e-05
514,1.9356071518065913e-05
515,1.934407098764195e-05
516,1.9336622096870375e-05
517,1.9336622096870375e-05
518,1.933662209687037e-05
519,1.933630523303006e-05
520,1.932362879437633e-05
521,1.932362879437633e-05
522,1.932362879437633e-05
523,1.932362879437633e-05
524,1.9323628794376327e-05
525,1.932114001993558e-05
526,1.9321140019935578e-05
527,1.9321140019935578e-05
528,1.932114001993558e-05
529,1.9320622566907323e-05
530,1.9320412129434148e-05
531,1.93192608595294e-05
532,1.93192608595294e-05
533,1.93192608595294e-05
534,1.93192608595294e-05
535,1.9305637296261576e-05
536,1.9305637296261576e-05
537,1.930544884149836e-05
538,1.9303631519876105e-05
539,1.9303475755536906e-05
540,1.929434434732774e-05
541,1.9279168084314563e-05
542,1.92772770435927e-05
543,1.92772770435927e-05
544,1.9276997002333224e-05
545,1.927635864813758e-05
546,1.9274934591459424e-05
547,1.9274499736609972e-05
548,1.9274499736609972e-05
549,1.9274499736609975e-05
550,1.9261877760826284e-05
551,1.9261877760826284e-05
552,1.9251544423627002e-05
553,1.9251200541877456e-05
554,1.9251200541877456e-05
555,1.9251200541877456e-05
556,1.9251200541877452e-05
557,1.9251040315221003e-05
558,1.925075958989091e-05
559,1.924843246789329e-05
560,1.923735121934456e-05
561,1.923735121934456e-05
562,1.923735121934456e-05
563,1.922586652447139e-05
564,1.922586652447139e-05
565,1.922586652447139e-05
566,1.922586652447139e-05
567,1.9211380101536796e-05
568,1.921133620675187e-05
569,1.921117797068312e-05
570,1.920219965441785e-05
571,1.9202199654417853e-05
572,1.9202199654417846e-05
573,1.91863979019566e-05
574,1.9176653844481627e-05
575,1.917630850943015e-05
576,1.917503165112897e-05
577,1.917503165112897e-05
578,1.917503165112897e-05
579,1.9175031651128972e-05
580,1.9174289446689595e-05
581,1.916409978037803e-05
582,1.916382887438202e-05
583,1.9154591953367725e-05
584,1.9154330135427157e-05
585,1.913930177088534e-05
586,1.9138100098645812e-05
587,1.9138100098645812e-05
588,1.9138100098645815e-05
589,1.9138100098645815e-05
590,1.9125233960732834e-05
591,1.9125233960732834e-05
592,1.912424294568574e-05
593,1.912424294568574e-05
594,1.912301938592916e-05
595,1.912301938592916e-05
596,1.912230595346619e-05
597,1.912230595346619e-05
598,1.9117152390971824e-05
599,1.9115898887528592e-05
600,1.9115898887528592e-05
601,1.910582088918344e-05
602,1.910562692720797e-05
603,1.910388747805054e-05
604,1.910388747805054e-05
605,1.908761683437347e-05
606,1.9087616834373468e-05
607,1.9084096302815788e-05
608,1.9084096302815788e-05
609,1.9079836159643486e-05
610,1.9065267964896598e-05
611,1.906221292583625e-05
612,1.906221292583625e-05
613,1.906221292583625e-05
614,1.906221292583625e-05
615,1.906153176959834e-05
616,1.9061531769598342e-05
617,1.9061531769598342e-05
618,1.9061531769598346e-05
619,1.9051791811412164e-05
620,1.9051791811412164e-05
621,1.905164175499246e-05
622,1.9042513624604093e-05
623,1.9033723695763237e-05
624,1.903372369576324e-05
625,1.9033723695763237e-05
626,1.902051116537686e-05
627,1.902051116537686e-05
628,1.902051116537686e-05
629,1.902051116537686e-05
630,1.902051116537686e-05
631,1.9020511165376863e-05
632,1.9020511165376863e-05
633,1.902051116537686e-05
634,1.902051116537686e-05
635,1.901960536118729e-05
636,1.901960536118729e-05
637,1.9019168135166663e-05
638,1.900526046822241e-05
639,1.900526046822241e-05
640,1.900526046822241e-05
641,1.900526046822241e-05
642,1.9005164808367706e-05
643,1.899480374377411e-05
644,1.899362862028717e-05
645,1.8993628620287174e-05
646,1.8987441143434133e-05
647,1.897892009046889e-05
648,1.897892009046889e-05
649,1.8969514139730712e-05
650,1.8969514139730712e-05
651,1.8969514139730712e-05
652,1.896165830696267e-05
653,1.8960280901889532e-05
654,1.8960280901889532e-05
655,1.8952590453001123e-05
656,1.8952590453001123e-05
657,1.8947149041296255e-05
658,1.8939693900750237e-05
659,1.8932928376340455e-05
660,1.8926996669327826e-05
661,1.8926996669327826e-05
662,1.8926996669327826e-05
663,1.8926996669327826e-05
664,1.8926996669327823e-05
665,1.8925580216073798e-05
666,1.8925439611184656e-05
667,1.8925439611184656e-05
668,1.8925439611184656e-05
669,1.892463392682757e-05
670,1.892455021929392e-05
671,1.8921655640020337e-05
672,1.8921655640020337e-05
673,1.8921655640020334e-05
674,1.8919548976459465e-05
675,1.891076699561963e-05
676,1.891076699561963e-05
677,1.8910713005364708e-05
678,1.8910713005364708e-05
679,1.8910709579660844e-05
680,1.8910709579660844e-05
681,1.890530248119016e-05
682,1.8905293497754955e-05
683,1.890511708482211e-05
684,1.88968566514354e-05
685,1.8884068686388544e-05
686,1.8884068686388548e-05
687,1.8883389211050184e-05
688,1.887316677458903e-05
689,1.8872728134956397e-05
690,1.8872728134956394e-05
691,1.887139629531085e-05
692,1.8871396295310854e-05
693,1.8871396295310854e-05
694,1.8870379110156015e-05
695,1.8870379110156015e-05
696,1.8870379110156015e-05
697,1.8870379110156015e-05
698,1.886751604121046e-05
699,1.885496573820333e-05
700,1.8854965738203324e-05
701,1.8853686443050968e-05
702,1.8853686443050968e-05
703,1.8845282777248892e-05
704,1.8832647644138265e-05
705,1.883264764413826e-05
706,1.8832647644138265e-05
707,1.8831525793370055e-05
708,1.8815681779597908e-05
709,1.8815681779597908e-05
710,1.8815681779597908e-05
711,1.8815681779597908e-05
712,1.8810483260828498e-05
713,1.8801536572211062e-05
714,1.8801536572211062e-05
715,1.8800214282548204e-05
716,1.8800214282548204e-05
717,1.8797554368059484e-05
718,1.8793854447242064e-05
719,1.8793854447242064e-05
720,1.879299268547223e-05
721,1.879299268547223e-05
722,1.879299268547223e-05
723,1.8792757875806985e-05
724,1.8792757875806985e-05
725,1.879275787580698e-05
726,1.879275787580698e-05
727,1.8792757875806985e-05
728,1.8787404388525075e-05
729,1.878683985002095e-05
730,1.8786839850020952e-05
731,1.877844098660069e-05
732,1.877844098660069e-05
733,1.8778285390568164e-05
734,1.877800733835769e-05
735,1.8778007338357697e-05
736,1.877744301745358e-05
737,1.8777443017453576e-05
738,1.8777443017453576e-05
739,1.8777443017453583e-05
740,1.877744301745358e-05
741,1.87721071524681e-05
742,1.87721071524681e-05
743,1.87721071524681e-05
744,1.8772107152468097e-05
745,1.87721071524681e-05
746,1.8770999833629038e-05
747,1.8770999833629038e-05
748,1.87661446325639e-05
749,1.87555458300468e-05
750,1.87555458300468e-05
751,1.87555458300468e-05
752,1.8747173743242512e-05
753,1.8747173743242512e-05
754,1.8742878387964017e-05
755,1.874227388971256e-05
756,1.874227388971256e-05
757,1.8742273889712553e-05
758,1.874227388971256e-05
759,1.8741133571514843e-05
760,1.8741133571514843e-05
761,1.8741133571514837e-05
762,1.8731769424888377e-05
763,1.8731769424888377e-05
764,1.872387941671996e-05
765,1.872387941671996e-05
766,1.8715769633841612e-05
767,1.8715769633841612e-05
768,1.8715769633841612e-05
769,1.8713821187034017e-05
770,1.8712908023251363e-05
771,1.8712908023251363e-05
772,1.8712555458063154e-05
773,1.8712555458063154e-05
774,1.8707152751080833e-05
775,1.870670746660953e-05
776,1.870670746660953e-05
777,1.870670746660953e-05
778,1.870670746660953e-05
779,1.8706184492882363e-05
780,1.869837218774831e-05
781,1.8698372187748306e-05
782,1.8698372187748306e-05
783,1.8698353940248508e-05
784,1.86965027707943e-05
785,1.8696497189666264e-05
786,1.8696497189666264e-05
787,1.8696497189666264e-05
788,1.8696497189666264e-05
789,1.8690565125722862e-05
790,1.8689742180053685e-05
791,1.8689742180053685e-05
792,1.8689742180053685e-05
793,1.868974218005369e-05
794,1.8689065787656383e-05
795,1.8684723837492284e-05
796,1.8684723837492284e-05
797,1.8684723837492284e-05
798,1.8684723837492284e-05
799,1.868472383749228e-05
800,1.868472383749228e-05
801,1.8684415675025456e-05
802,1.868165740172375e-05
803,1.86762411753606e-05
804,1.86762411753606e-05
805,1.86762411753606e-05
806,1.8675570393112855e-05
807,1.866784894330949e-05
808,1.866784894330949e-05
809,1.866784894330949e-05
810,1.866784894330949e-05
811,1.866044790613674e-05
812,1.866044790613674e-05
813,1.8660447906136745e-05
814,1.8659612892045094e-05
815,1.865809915684922e-05
816,1.8657414968236884e-05
817,1.8655784983548652e-05
818,1.8648372893509184e-05
819,1.8648372893509184e-05
820,1.8648372893509184e-05
821,1.864837289350918e-05
822,1.8648372893509184e-05
823,1.864800855189907e-05
824,1.8648008551899072e-05
825,1.864766791531724e-05
826,1.864225848040482e-05
827,1.863486124729676e-05
828,1.863486124729676e-05
829,1.863450091841196e-05
830,1.8634500918411962e-05
831,1.862819408276825e-05
832,1.862819408276825e-05
833,1.862819408276825e-05
834,1.862819408276825e-05
835,1.8627217458501208e-05
836,1.862606325978814e-05
837,1.8626063259788135e-05
838,1.8626063259788135e-05
839,1.862485133750263e-05
840,1.862364864179948e-05
841,1.862364864179948e-05
842,1.862364864179948e-05
843,1.862364864179948e-05
844,1.862364864179948e-05
845,1.862364864179948e-05
846,1.862364864179948e-05
847,1.862364864179948e-05
848,1.8623031205133337e-05
849,1.8623031205133337e-05
850,1.8623031205133337e-05
851,1.8620476802750702e-05
852,1.8620476802750702e-05
853,1.861865881236737e-05
854,1.861865881236737e-05
855,1.8618658812367372e-05
856,1.861865881236737e-05
857,1.8618658812367375e-05
858,1.861659913668542e-05
859,1.8616599136685423e-05
860,1.861659913668542e-05
861,1.8616599136685423e-05
862,1.860418019702766e-05
863,1.860418019702766e-05
864,1.8602914853415e-05
865,1.8602578878023193e-05
866,1.8601030837825044e-05
867,1.8600245029215598e-05
868,1.86002450292156e-05
869,1.8600245029215598e-05
870,1.86002450292156e-05
871,1.859898200132538e-05
872,1.8597198759561627e-05
873,1.8597198759561623e-05
874,1.8597198759561623e-05
875,1.8597198759561623e-05
876,1.8597198759561627e-05
877,1.8597198759561623e-05
878,1.8597198759561623e-05
879,1.8597198759561623e-05
880,1.8597198759561623e-05
881,1.8597198759561623e-05
882,1.8596402504182273e-05
883,1.8594896288222225e-05
884,1.8594817202415792e-05
885,1.8594817202415796e-05
886,1.8594817202415796e-05
887,1.8594817202415796e-05
888,1.8593698298113225e-05
889,1.8593698298113225e-05
890,1.8593698298113225e-05
891,1.8590007740852647e-05
892,1.859000774085265e-05
893,1.8590007740852647e-05
894,1.8590007740852647e-05
895,1.8590007740852647e-05
896,1.859000774085265e-05
897,1.8588916257577198e-05
898,1.85889162575772e-05
899,1.8580164967915723e-05
900,1.8580164967915727e-05
901,1.8580164967915723e-05
902,1.8580114128454505e-05
903,1.8580114128454505e-05
904,1.8580114128454505e-05
905,1.857453115595745e-05
906,1.8564662388454305e-05
907,1.8563410734177198e-05
908,1.8556975833030554e-05
909,1.8556975833030558e-05
910,1.8556975833030558e-05
911,1.8556975833030558e-05
912,1.855524308665556e-05
913,1.8555243086655562e-05
914,1.855524308665556e-05
915,1.8554649433045768e-05
916,1.8554649433045768e-05
917,1.8554649433045768e-05
918,1.8554649433045768e-05
919,1.8554420447648413e-05
920,1.855442044764841e-05
921,1.8551514371867774e-05
922,1.8548244999723887e-05
923,1.8547923889252626e-05
924,1.8547923889252626e-05
925,1.8547923889252626e-05
926,1.8547923889252626e-05
927,1.8547923889252626e-05
928,1.8547923889252626e-05
929,1.8547923889252626e-05
930,1.8547923889252626e-05
931,1.8547923889252626e-05
932,1.8547923889252626e-05
933,1.8547923889252626e-05
934,1.8547923889252626e-05
935,1.8547667701895958e-05
936,1.8547667701895958e-05
937,1.8547667701895958e-05
938,1.8547667701895958e-05
939,1.8547667701895958e-05
940,1.8547667701895958e-05
941,1.8541449353710004e-05
942,1.8541449353710004e-05
943,1.8540347377076572e-05
944,1.8536943756441963e-05
945,1.8533892766890858e-05
946,1.853389276689086e-05
947,1.8532960353790413e-05
948,1.8532960353790413e-05
949,1.8532700066716353e-05
950,1.853270006671635e-05
951,1.8531580932156214e-05
952,1.8531580932156214e-05
953,1.8531580932156214e-05
954,1.8525854898284088e-05
955,1.8525854898284088e-05
956,1.8525854898284088e-05
957,1.8525854898284088e-05
958,1.8525854898284088e-05
959,1.8525854898284088e-05
960,1.8525854898284084e-05
961,1.8525799242454808e-05
962,1.852579924245481e-05
963,1.8525799242454808e-05
964,1.8525799242454808e-05
965,1.8525799242454808e-05
966,1.8525799242454808e-05
967,1.8518281534004142e-05
968,1.851828153400414e-05
969,1.8518281534004142e-05
970,1.851828153400414e-05
971,1.851828153400414e-05
972,1.8518281534004142e-05
973,1.851828153400414e-05
974,1.8518281534004142e-05
975,1.8517811961598478e-05
976,1.8517811961598478e-05
977,1.8517811961598478e-05
978,1.8517391015645178e-05
979,1.851739101564518e-05
980,1.851739101564518e-05
981,1.8517391015645178e-05
982,1.851739101564518e-05
983,1.8517391015645178e-05
984,1.8517391015645178e-05
985,1.851739101564518e-05
986,1.8513900853432727e-05
987,1.8510598864207485e-05
988,1.8510598864207485e-05
989,1.8504332103547785e-05
990,1.8504332103547788e-05
991,1.8501516287506085e-05
992,1.8497229893281718e-05
993,1.849716878136186e-05
994,1.8497168781361858e-05
995,1.8496155964714292e-05
996,1.8496155964714292e-05
997,1.8496155964714292e-05
998,1.8489799773827333e-05
999,1.8489799773827333e-05
1000,1.848979977382733e-05
1001,1.8489799773827333e-05
1002,1.848979977382733e-05
1003,1.8489799773827333e-05
1004,1.8489670033375536e-05
1005,1.8489670033375536e-05
1006,1.848967003337554e-05
1007,1.8482505738848915e-05
1008,1.8482505738848915e-05
1009,1.8482505738848915e-05
1010,1.848231094176598e-05
1011,1.848231094176598e-05
1012,1.848231094176598e-05
1013,1.848231094176598e-05
1014,1.8479777512312915e-05
1015,1.8479777512312915e-05
1016,1.847977751231292e-05
1017,1.847977751231292e-05
1018,1.8476279596283785e-05
1019,1.8470332243816678e-05
1020,1.8470332243816678e-05
1021,1.8470332243816678e-05
1022,1.8470332243816678e-05
1023,1.8470332243816678e-05
1024,1.8469060475553343e-05
1025,1.8469060475553343e-05
1026,1.8469060475553343e-05
1027,1.846637766247464e-05
1028,1.8465319978539027e-05
1029,1.845984292584496e-05
1030,1.845984292584496e-05
1031,1.845904383426725e-05
1032,1.845458882955715e-05
1033,1.845458882955715e-05
1034,1.845458882955715e-05
1035,1.845458882955715e-05
1036,1.8454331291455962e-05
1037,1.8454331291455965e-05
1038,1.8448617789321074e-05
1039,1.8444830598211658e-05
1040,1.844483059821165e-05
1041,1.844483059821165e-05
