iteration,validation_score
0,1.5736690512823164
1,1.3886009848252692
2,1.2454056111992522
3,1.1298795611838297
4,1.032589580135912
5,0.948606250103743
6,0.8749964671980721
7,0.8095256593437411
8,0.7534041942726618
9,0.7010458929823776
10,0.6527380010884355
11,0.6095892081103675
12,0.5716015381346713
13,0.5360924801929559
14,0.5039504431208832
15,0.4753583495141243
16,0.44907955199729876
17,0.42504806352978824
18,0.4033529416144949
19,0.383629074319018
20,0.3656210955185794
21,0.3492393494524329
22,0.3343699375840704
23,0.3205518554499811
24,0.30810115982915326
25,0.2966071227702737
26,0.2857542910047722
27,0.2757439554061088
28,0.2669129995694243
29,0.2586796647462713
30,0.2508882458684797
31,0.24430796045729108
32,0.23763782752113904
33,0.23174704229097784
34,0.22625959145816232
35,0.22094288085250902
36,0.21601347260043754
37,0.2115204832536202
38,0.2073607483972559
39,0.20356385990843698
40,0.19999033897039895
41,0.1967146915144537
42,0.1937478422822937
43,0.19104864730951518
44,0.18839561382448744
45,0.18599250718514093
46,0.18382668308601413
47,0.18171301680404536
48,0.17969232047538664
49,0.1777416005753443
50,0.17594066504758152
51,0.17421509338138194
52,0.17261782990052865
53,0.17125158874344823
54,0.16979504153004427
55,0.1685471808285244
56,0.16733692496164052
57,0.16613119110762606
58,0.16510367513578014
59,0.16413243283722181
60,0.16327955680262699
61,0.16233349980412037
62,0.1614940527859187
63,0.16072414139847532
64,0.15995503625076177
65,0.15920217539147655
66,0.158488432361577
67,0.15780148913036046
68,0.15718015257295045
69,0.15653945861930219
70,0.15591698807417423
71,0.15537527986818744
72,0.15487578515827558
73,0.15443254480148935
74,0.1539107597874247
75,0.15345589815912114
76,0.15305502445655908
77,0.15270494760336098
78,0.15231392769014443
79,0.1519151529571576
80,0.15156465848443587
81,0.15127746379875426
82,0.15097443890036172
83,0.15064436393592326
84,0.1503542297938409
85,0.1500747834693339
86,0.14977381047379373
87,0.1495241178530802
88,0.14922454427662693
89,0.1490133440269472
90,0.14877662235105854
91,0.14852120980064523
92,0.1482971610227829
93,0.14804297115822485
94,0.147847398864278
95,0.14759230614260244
96,0.14740619206793712
97,0.14721935396383226
98,0.14696321715544228
99,0.1467744903072782
100,0.1465557681436694
101,0.1463488392129902
102,0.14618874995978948
103,0.14600836306579995
104,0.14586285235955784
105,0.14568380456075936
106,0.14554287614719433
107,0.14536565342285868
108,0.14524663442150446
109,0.14507713856679333
110,0.14493805982263255
111,0.14478898580602373
112,0.1446223843215447
113,0.14444131764847357
114,0.14430202632158268
115,0.14415030406408885
116,0.14403481158197706
117,0.14392142316825013
118,0.14380577292936383
119,0.1436731816725671
120,0.1435677011028917
121,0.14343276886836687
122,0.14329741780393493
123,0.14318443500146866
124,0.14304480483761323
125,0.14291244173119752
126,0.1427827314928303
127,0.14266378622582304
128,0.1425419692368132
129,0.14240346966077638
130,0.14234867857275246
131,0.14219080713256596
132,0.14209869049264207
133,0.14199163498212644
134,0.14185319047259617
135,0.14175600456387888
136,0.14164999147707877
137,0.14153822105763023
138,0.14145888121566488
139,0.1413448486544374
140,0.1412445429477479
141,0.1411444783601727
142,0.1410351321417524
143,0.14093616932029956
144,0.140830177357227
145,0.1407464350892562
146,0.14066905640870347
147,0.14056036302809147
148,0.14048672853643515
149,0.14041514830189625
150,0.14032041952758303
151,0.14023824093529158
152,0.14012906625549185
153,0.13999847275036895
154,0.13989543580774796
155,0.13979742002067366
156,0.13969880398087559
157,0.1395982736320026
158,0.13947569619999992
159,0.13939566324961297
160,0.1392860039317625
161,0.13921014308357232
162,0.1391510103905857
163,0.13904151755791502
164,0.13898119289108013
165,0.1388836522828009
166,0.13879491748709588
167,0.13870307629985226
168,0.13861161445872874
169,0.1385197365242092
170,0.13845363322374848
171,0.13837815309580606
172,0.1383182389204961
173,0.13825615333734434
174,0.13818708612689548
175,0.1381317076081125
176,0.13807115380164559
177,0.13799019207163624
178,0.1379006648277315
179,0.13786404347128856
180,0.13778477246466933
181,0.1377332759905581
182,0.13767525839638317
183,0.13760684265253464
184,0.13754847866713532
185,0.1374747715943833
186,0.13737862902994474
187,0.13728685887727987
188,0.13723260531917833
189,0.1371442576194374
190,0.13705064263787883
191,0.13698345231663245
192,0.13690809899192127
193,0.13683668855195702
194,0.13677059714793674
195,0.13671044581143804
196,0.13665703534911777
197,0.13658443639586162
198,0.13653470119999322
199,0.1364842226408425
200,0.1364133873137182
201,0.13636179521408556
202,0.13630158216302005
203,0.1362246358917698
204,0.13617108657642676
205,0.13610964529319566
206,0.13604042775601086
207,0.13598593484155802
208,0.13592860208965873
209,0.13588128556118634
210,0.1358098291242555
211,0.13573901012115555
212,0.13567829644343515
213,0.13561942519482456
214,0.1355560749972796
215,0.1355102591914978
216,0.13546690876498046
217,0.1354080856481089
218,0.13538221849599671
219,0.1353247449350681
220,0.135297029010047
221,0.13523874339643552
222,0.13516016531582128
223,0.13512673150758542
224,0.13506127929071862
225,0.1350065721111954
226,0.1349608344476907
227,0.13490082432402284
228,0.1348402809638591
229,0.13478271060817973
230,0.13472613673996733
231,0.1346881679297415
232,0.1346360032644653
233,0.13456964315150802
234,0.13452550924423012
235,0.1344693987882174
236,0.13441612330723263
237,0.1343599009577812
238,0.13429862362474787
239,0.13424387157801448
240,0.1342144849928693
241,0.13416285302201858
242,0.13409120841386063
243,0.13404936837845938
244,0.1339979258913065
245,0.13393386945188962
246,0.13388390164409905
247,0.13384189872472232
248,0.13379691598471347
249,0.1337489501170577
250,0.133693611264347
251,0.13365373476104006
252,0.13360905194961437
253,0.13355987994091412
254,0.13352957789509146
255,0.1335003922026669
256,0.13344753469871448
257,0.1334089853618243
258,0.133363917168541
259,0.13331429473240586
260,0.13324615664620118
261,0.13321292277611704
262,0.13318273554011026
263,0.13314128024631144
264,0.13310118703112664
265,0.1330583977456806
266,0.1330041604988943
267,0.13295579392446413
268,0.13291840690031081
269,0.1328653496539792
270,0.13280396218643523
271,0.13276358571293168
272,0.13269861523574047
273,0.13263164237801503
274,0.13258592818226245
275,0.13253927636818696
276,0.13249380333828073
277,0.13246219025004724
278,0.132431441479219
279,0.13238852864227663
280,0.1323519947210546
281,0.13230446350361813
282,0.13225676160473462
283,0.13222706012537358
284,0.13219415600417816
285,0.13215140602698097
286,0.13210425166335493
287,0.13205539365510285
288,0.13200038931760755
289,0.13195059705323456
290,0.13190732700052588
291,0.13187028782562973
292,0.13181710826678983
293,0.13177958919019553
294,0.13174680310635686
295,0.13170432181950692
296,0.13167680769444096
297,0.13162980552219788
298,0.13158589549496147
299,0.13154425218500715
300,0.13150568245094765
301,0.13145757575847256
302,0.13142618528330768
303,0.1313944957803785
304,0.13135195473201605
305,0.13130554242552714
306,0.1312642884459722
307,0.13121996695862898
308,0.1311820364148505
309,0.13114297839437514
310,0.13110539710736352
311,0.13106649359875788
312,0.1310332477174945
313,0.13099843106194362
314,0.1309615256146385
315,0.13093154828901507
316,0.13089103783237224
317,0.13085090560142834
318,0.1308200308539548
319,0.13078308733383154
320,0.13075769762926204
321,0.130715677683848
322,0.1306911210446831
323,0.13066807245007642
324,0.1306353347573773
325,0.13060876798508395
326,0.1305684032619318
327,0.13053667327440857
328,0.13050910981599814
329,0.13049212893457077
330,0.13045354197499762
331,0.13042676495595906
332,0.13040301863994574
333,0.13038380243016798
334,0.1303625731947719
335,0.13033420386527056
336,0.13030700878324145
337,0.13027051251342542
338,0.13022499935137177
339,0.13019561147646722
340,0.13016396455536652
341,0.13013806741848905
342,0.130110701257308
343,0.13007880361148869
344,0.13004090544813837
345,0.13001733792408915
346,0.12998159029025846
347,0.12995745749261406
348,0.12992599657230167
349,0.12989377375367442
350,0.12985702581057063
351,0.12980781899331775
352,0.12977847347129723
353,0.12974162077449414
354,0.12971481483635777
355,0.12966756933675283
356,0.12963414149178687
357,0.12960439796751283
358,0.12957055037289195
359,0.12953907168774403
360,0.12950389769380385
361,0.12947929465782634
362,0.12944726923581268
363,0.12941873843557186
364,0.129395185891918
365,0.12936709063485857
366,0.1293508168120648
367,0.1293213052942751
368,0.12929375849697114
369,0.1292599590021309
370,0.12922422977387696
371,0.1291979802269203
372,0.12917724554937557
373,0.1291464719581165
374,0.12911427144744314
375,0.12909039445641912
376,0.12907494438364822
377,0.12903677540824834
378,0.1290035988490925
379,0.12897136528223926
380,0.12895004424758932
381,0.12892969787299374
382,0.12889543363852582
383,0.12886927227500283
384,0.12884718318191316
385,0.12882427647468514
386,0.12879167366405736
387,0.128766545628227
388,0.1287381481553295
389,0.1287238935113613
390,0.12869301707502215
391,0.12866570891467566
392,0.1286362126864751
393,0.12861037604039807
394,0.12858489252419436
395,0.12857671735383122
396,0.1285474404116216
397,0.12851652026960572
398,0.12848562674322794
399,0.12846102336735807
400,0.1284306010926984
401,0.12840128255958927
402,0.12836486867803473
403,0.1283384496903186
404,0.12831073001165988
405,0.1282817414727003
406,0.1282557873648957
407,0.1282350881359762
408,0.12820817308680774
409,0.12818923574329702
410,0.12815925674331985
411,0.12813268486559115
412,0.12810838281642972
413,0.12807794800807668
414,0.12805418534893706
415,0.1280324010905159
416,0.12800532109962753
417,0.12797000058850133
418,0.12794248322772006
419,0.1279098222527046
420,0.12787509523050178
421,0.12784925018372476
422,0.1278279281857731
423,0.12779215326956225
424,0.1277683467963342
425,0.12774240320781452
426,0.12771755038450178
427,0.1277021150600416
428,0.1276789458262003
429,0.12765791679832184
430,0.1276397938965904
431,0.12762333745113041
432,0.12760237763285262
433,0.12758091455946852
434,0.12756144788096813
435,0.1275387903011229
436,0.12751130936993224
437,0.12747887864107021
438,0.1274550160484273
439,0.12742631516559533
